customer_id,Recency,Frequency,Monetary Value
0066b328e72fd82fd7420bf849c0e8b4,363,1,217
0067d2652c12515146721538868bbd80,75,1,437
0068bd2e9e76c018846dbc6e2bec5ac5,68,1,182
006a8c1784d622ebe06bab57e72ee045,281,1,153
006ab6f5e82340e927757563a9fbe7e4,274,2,1382
006b297ed73773b17d8874a2eb4466e8,146,1,249
006bbb235068a01d2e3e47fa09ccf53c,199,1,78
006c10bfead12ac8d90486fb4ce4e603,80,1,177
006d763076d74d16d66e828e79ec1544,393,1,228
006e937bd5a5e32043018a6d1521b5d5,266,1,459
006ec5b170182812131c7d9b219c036f,321,1,142
006f2f20cf0cd723624b99d0e8e40d0c,204,1,106
00704e915ae0d4a236eace0267454cf9,398,1,283
00705dcbc0b9cad67abd658612770905,23,1,110
00720f160ff500d3605a1bf403eb62d9,107,1,272
00728bae3dec9c16b2193ab7e3195eb7,231,1,485
00737247e3dc1942da2c527ef3bd2709,162,1,179
0074a1d3f1995ff0538dc7197500973c,115,1,1437
00762eafc5dac5fc1574f91e9b7c9b67,207,1,538
007658319c060f337577e8a1834d5df5,60,1,274
00765d375af0e700f61c57db00a8ee63,388,1,494
0076a71311bb2386a353f5ba87d2aa29,401,1,162
00776f3807b128beca64cd0b27138d92,346,1,739
0077ba3f829303a1dce98552495c91a1,75,1,367
0077dc76aaf02323f03bce9b00878253,175,1,2011
0078108af1d2dc4b1601c744ca581b4f,118,1,153
0078bb0f0d23e922d08437b7d0e13907,255,1,101
007953b3182d5ccc9189a694f5c68163,505,1,257
00797f371bc0f6adb4d267be541a92da,146,1,154
0079b50e9f77c1148b472818f92eaebc,280,1,95
0079b7407a428543a7f178cc09164035,277,1,147
007a2fab7046647dad04fe7d08c57820,211,1,290
007ad549acb91673f04eac22c0568114,341,1,208
007b8307b6448f0425ff2001f00c1bdb,111,1,94
007ba48697b079e78f168b051462dd1b,88,1,339
007d9f716ead2bc8712255271a38f609,244,1,155
007e21b7a007c8f8dadfa43c9d5a91db,176,1,162
0083e758383b3deb6c6dac1b0b431ac0,239,1,97
00842c7d0cedb9e1edad8e9b7d148f09,515,1,148
0085139b503668b3addcfe826d91be8d,215,3,3480
0085d749fc64f766ece1729464f8039a,165,1,803
008778a1591d49f6b2464dffaa4fa662,410,1,599
0087c31081ea8d160baa06bf4ad4d76f,72,1,421
0087eede471173af78d789df249c3a45,563,1,347
008b06aba4b5f5b5b94f525ccf520624,11,2,416
008b82b072c6b564fcce49a325f84097,176,1,103
008ca52811784a181c8c88e8d66b49db,18,1,314
008d17333e414049279c7822dfd5f019,375,1,303
008ea5bdd1a99fb584cce7739349da75,142,1,147
008f3d5f45a11059239a5c452cd00006,584,1,774
008fb2ecc75561d202dd4db2e0ceec25,459,1,93
009000746b4fc73fe77ecc396fdb78d2,278,1,383
009062f98089a091615b5c9faa13de26,355,1,69
009210a1646725341917560a13f7799f,396,1,59
009231b0ef6a6b4f5a5fe46938827b83,210,1,250
009301957bc7714394865c44650d8060,436,1,215
0093aeb87eca387dd153f965aa10c060,285,1,344
0093c499f4f9c0e169ead490aa62ce3e,447,1,520
0093dbe7f479386a92095026decf825d,279,1,100
00941614a654458b888b8780815bd26c,522,1,427
00950dbc783342e164c24e09023ebcb7,61,1,204
009671b5dc80cdf32aeb5850868ba81c,438,1,254
0096c18412349537abc45e350581cbbc,537,4,7086
0096c9cb600a08e601f7c2be6734531a,401,1,429
0096f8cd903cc205efab77d5ae6bb6f1,202,1,340
00970787f181925ba33bd32b3817f742,352,1,81
0097c1e3f3c2fed7a7d8cf30be1a33df,279,1,233
0097fca0db567f5ca79509b7b4fc1c2d,136,7,3664
00986cafefb6e670cceca01694bda599,245,1,153
0098853a28531d48988a2fb02b30840e,86,1,182
009890d2f2b15df1267ed7f90f45fc4e,132,1,225
0098f4847541cc7d676f9a5efc64c0f0,503,1,339
009a0802534f904b40b9d512b49794e1,290,1,209
009a3ad0cbdfc7f5481488472f72e8b1,152,1,48
009dd7b313c04f4ccd9d4e423bc04ba7,131,1,314
009e70fcdd4ea3769c73210414e73c64,441,1,114
009f647a455451d6c325bef96685e1c1,128,1,331
00a02d822b18db532e50e0607e615f3b,19,1,458
00a089b8c7ab1e3808c3ad7de7a254dd,75,1,97
00a1c6913daeda0b7f9b79f802805fdb,249,1,233
00a1d0d7d91c17c634d6896ce10ce1c6,34,1,263
00a1e8f160b36ccdcbca310933f12a3b,278,1,83
00a218ea82c458456098caa1c4a7e796,551,1,154
00a33236962b4ac37fd25275be9c206b,14,1,268
00a39521eb40f7012db50455bf083460,91,2,283
00a3a868d6047bac2888d27b16743ba0,204,1,241
00a6ee75a90222405df9d8d59babc513,423,1,138
00a78b45ea275348c1a8081bef9ab61b,247,1,419
00a7d14cb10e11b7f7d65120a7e3942f,508,1,148
00a9fd000ff87bb48b989df819c418f5,167,1,596
00aafcd186fbd5da867f9b8df04518aa,199,1,304
00ab80210f1875276065f3c1911a2110,152,1,76
00ab8b4d83051d5a41842abe7ff473fc,274,1,332
00aba8ca6b7a455bcde671692a3f9e51,279,1,93
00ac9cd5c4ad19e16e7c6f6864711737,492,1,532
00ad4e6c01a3039fa1b45eaadb4222e4,72,1,180
00ad5165112e0e9a91a23b1132716584,523,1,231
00adeda9b742746c0c66e10d00ea1b74,299,2,9882
00ae50eb5e1d2514f694dee1dcbbd5ae,115,5,3175
00ae9ea276a5a4335382c9391059ddf2,355,1,322
00af5c2c9fd47849143be82aea5ab2cf,236,2,684
00b0595d2b0f0b838edb7fbc749ea644,400,1,318
00b0d21952ae29dfe79db614512a27c2,268,1,961
00b1066a65657ee1759544f6b61a4e2c,115,2,297
00b1b0f856eb804d554ceab3d8f1dc35,227,1,520
00b1d2492b4127598629f19a22a32be8,283,1,337
00b21d737fc7f475c145ca292832385d,191,1,408
00b246520d4904724f9b20188a2ff39b,92,1,80
00b2ca23369b68c4d4105ecea9c0cb93,31,1,237
00b2ee6366438f46105832fd9acaf56f,152,1,652
00b309d0151d92709de70e43d662711b,326,1,247
00b5ba65365dad1d25811bf5e45fc983,280,1,244
00b72937dcd829c0d8ca72ec77cd073c,444,1,295
00b742e2f6d8fa571cd560007081d53b,74,1,416
00b8076004092a29c2c934570c356fc7,166,1,514
00b9746bf8ac2964942d8b969f015196,32,1,217
00ba737b18a7996f68cb8a99556bedd4,418,2,649
00bab5c446ba511117719c775a3f78e8,231,1,103
00bbfe2f540d0cfccbb098d92c503eca,308,1,178
00bc6cf36e50f21a8478d86721c07aa5,175,1,146
00bcc55fd3eb23fc001365c5f0c3c3ba,209,1,38
00bd169997f142571c113645554663d6,285,1,127
00bd194837f2ad36d45985a6205df78a,127,1,389
00bd903b65b4c9a1c822887d0b012592,108,1,279
00be1845d956d40218db17093f667764,282,1,157
00bee19e1199bc5cede1c674177b9e22,289,1,1549
00bfe974afd63b30ed282dc69892fb98,249,2,582
00c003ed13c76042b78d53fbc26930d0,535,1,469
00c04df1c94e385d57d4a33a2965217c,185,1,204
00c05fe9d2f8b245f1f86fe559175f24,80,1,894
00c07da5ba0e07b4f248a3a373b07476,37,1,5300
00c0bbc49a530c07c110d269211da046,277,1,256
00c19498681c665889d1212be870e8df,289,1,299
00c1d73d161e74cfbe78975c1a2ba2ff,129,1,133
00c26c3dd77bb25a0423a2280886b86a,182,1,84
00c31de6420048cb3f668c99153debf7,306,1,169
00c3624c55261d9ce593f30e3815a880,533,2,1904
00c3c74b09b2022ac2c0f43bb09797b4,275,1,165
00c4592dfbfe06775ab582d7a2b8dddf,281,1,155
00c4d93157cffc73cb2459f52b89cee4,318,1,190
00c5610e0f4b339cd3b0cc499937db8d,43,1,392
00c605c0bfa39610b994c18f822a6d5a,131,1,319
00c8c7f0cafacc30bfda2a9a7445ec80,37,1,196
00c916ff33b521444787ac76ac6b029d,266,1,195
00ca7e6a87ceddccce3ff015000be61b,167,1,126
00cac13832bd0a8b6f50f6a36b053223,89,1,1007
00cc0061269a99836cf8b029b1d0177d,34,1,95
00cc12a6d8b578b8ebd21ea4e2ae8b27,530,2,290
00cc2d4fcb3a1864b4f900741915aa85,262,1,163
00cc7c54469f4177319d6bb12e883652,502,1,432
00cc8551c0621bc65a440e836bb652d7,527,1,219
00cd1ffd1a85ec2af3de73a3d341339d,117,1,157
00cd767526517f8a4fc27db6cc5a52fa,432,1,218
00cdb0d59698da325d0e6830120363bf,127,2,418
00cf2f12497614285e5dbfb77d6dd312,138,1,653
00d012266be1430eec790d0f405a836c,136,1,85
00d03b5e33f8987549c5590313a4ef21,443,1,80
00d079bd851bf5d13879d7a2a3b5ec48,226,1,410
00d1e5d82377766dac9f8dc4d4eaf4a8,150,2,653
00d447911e5d5ae87480df8734b915f2,32,1,645
00d474cea9ceb88b7175d564b081dfa3,444,1,265
00d4ef3e086e2191c3fb6e7b0d2a1c75,64,1,155
00d76f8bb8df7e07711da4076c52ffe0,50,1,287
00d7812c158831a996a6b3f4698643b5,14,1,53
00d7e54ab8c5d9916f19209dbaacbb3d,428,1,211
00d8411c0f5ee4e0a9b8900ea483680e,267,1,566
00d85302f43fe8848153e3720c34ac01,229,1,64
00d890d6e36244f39e22a9fb95e68756,208,1,117
00d8a60ad2500432d9edd109cfddfd9e,115,1,165
00d8ba74be3eee415fe4508fdd325ee5,214,1,857
00d96f54b90a6ffbe7361bcfdb85b0ba,193,1,292
00da34ebf22b87f6c2f53dc069f237df,108,3,1704
00db0070b3c3bd0215072323c8499407,133,1,808
00db525fd8d4023dc446f0ed2519139f,403,1,488
00dba3af1366ca8114a40bc83021f5e9,276,2,672
00dd4390a8e8ad7a126e8331decc49ce,479,1,251
00df047af693b421c167e27932bfd6c5,60,1,386
00df9d2e50424d103ca8796e4dc7c207,376,1,317
00dfebc9135c7228dbb2239afc214bb5,282,1,65
00e04d8e3aaa5ffab327612642ab4564,263,1,149
00e10a3ff1e104902141546420f5a18b,44,1,167
00e130c15fdc51673742f622aa7eb63c,48,1,284
00e151934c812526b4ed6174c8b7b1f7,231,1,338
00e20792154788aa00f53fbd616a8d91,149,1,427
00e2972a013072289c3e86cfc2b9e38d,364,1,494
00e336519abc0012c8711db2132467ac,140,1,295
00e57919b893c89f4d9eee8d06c41f6f,289,1,220
00e5dfd6ee7406a69b74c72795e6f354,246,1,101
00e5ea6932dffb682bd3d5760e84d176,341,1,158
00e5fd621e63c426ef718e2174ebedc5,172,1,186
00e67cd18afc92ef0196eb8cdf31fde0,278,1,103
00e6c1a9e0ea3dbda699b60023a194ac,211,1,366
00e707efa5ad9f0e6bcaeeb87910693b,503,1,80
00e872ca2fc94e59982286e69f186e0e,386,1,968
00e8cbf31206edcf22b7b118daa13983,228,2,1344
00e8de2edf1a4ac05a65e36b4682cd9e,166,1,293
00e91970e7fa706ece5b58bdb6344224,194,1,93
00e984e99fdfd52943156d2d7eb4a5e6,32,1,107
00eba9372ced7769c4b9f234923d73cc,277,1,93
00ec23a308504080697e5204d3dbcb2c,280,2,574
00ec5df43edcae768361caa707fded3e,266,1,212
00ec6ce865af3a65e9cca32b180e5d20,177,2,860
00ec821ef89535a690a072e80387b40e,47,1,284
00eca7e1c994897d0a31bf75478f4b55,547,2,1716
00ecc71175078e2cac5547a5656e9622,449,1,540
00ee11b831faa111cd62af2f4de8da96,127,1,68
00ee7af62ef66b1f9b49f2c2bfd70ad5,36,1,342
00f326313b0a02392c17028f78338df0,14,1,90
00f7a39823c05d6a0675aa6dd276bfb0,11,1,98
00f8151e6b5d1b3710527075ef845a88,236,1,367
00f8fcf41cceee827e699cc73950218d,103,1,202
00face5c8f7dbb7eefd4112722f26903,178,1,64
00fb8f6787f67bd33c7e86c9691d2b1c,230,3,1893
00fb957ae14ffd35a3211d8aa6d9cf9c,107,1,163
00fb9cc86736fe3782dbc828a2eea4a6,256,1,212
00fd18b088edb95d1a35457f1c0e1bfa,92,1,248
00fd4a627a3b93cff0729f0b3554640d,29,3,1561
00ff5e862f825ac56e5fdfaa6b69dc51,131,1,113
01007c64cbffc1eef7ee682dae0ddbfe,43,1,458
01007ebf75cabcd9d81d1aac37b278ca,143,1,172
01018f26fb8b8a922c025de40a85a553,239,1,490
0101da21926315ddd81d190e0ec40440,312,1,371
01020c5b6024bc1cf2a3228e566bafb2,373,1,283
01027e860e6fb9591599d94a4189e2ad,103,1,263
01029081d0cfc339576f71ab45713d10,106,1,85
01029c2615eacab8d39f0450e6b0bef3,395,1,522
0103751df12aea8b962cfbcd2b61104c,464,1,80
0104a702e0f73442fe4dc3bfff6ba373,147,1,628
0104d0840fb6bccc7618c519fbcce1a0,11,1,305
0104d8ef04b9df2891e69bc0e2e6dca4,507,1,1093
010513009a288e24dbbc8183d5bcd4e2,370,1,131
01051cf3719a23faec8b2307b369faeb,463,1,340
0105c53fe2f742999dcb90ca99f4bfba,215,1,56
0105f445969ca7b8fa2e354bec7a95bd,287,1,349
0106cb3b85affbb1c765eef0eac01485,369,1,147
01093ce2e3723bdb8de583346d76098c,166,1,112
0109643e8c9bc5d8d7791439f3fa4259,241,1,134
010a0365ab237a5e2fed9d945121b627,50,1,168
010a81611c87c7e19c18f303e39973b2,319,1,425
010ab6653f042ebb8e430f1718f61147,141,1,77
010bcf93b3363ccf249034e7250266f0,387,1,262
010c88e815c8386129e0762691851850,349,2,1027
010d09c16c5fee11226ca7c5492892de,282,1,507
010d3cb666c64c115a144d3e6fcbd1d8,322,1,109
010fea34d64c9fc635cebbe583f5104a,159,1,254
0113282a7fe79b3d8489193ccc601efb,168,1,289
01147fb2cf81b69cdcfdc1ac4c6fae7e,184,1,266
011509f63f565e822767bfb89c3cf9b7,481,1,158
011575986092c30523ecb71ff10cb473,137,2,494
011620d7c45f4d1599c68b2f19e4b73e,224,1,46
0116dc6ddf277eb8413a0393cca11c32,350,1,123
0116f610fa1418cda75e0d96e1639a03,411,1,77
011702c19fd5dec0000a8dbbb5b98809,273,1,345
011733687890faf081be6fde9e7cc7a0,73,2,298
011735b41c89ca1e075296f4ecb01a27,293,1,96
011784926e81122b1abd0210b5888c22,195,1,796
011785063c56f2c239064f603bf02a05,244,1,436
0117fb2675e2936a2e96dee22e8c992b,111,1,225
0117fc67656c020dddef928c878ad5e3,51,1,181
01180926dda31d9e6f60befe084788dd,200,1,184
011875f0176909c5cf0b14a9138bb691,533,1,9238
01196e80f5309cb251220a6a5b3f57f5,152,1,69
011a18cf4e0e74bac46678dd843e3461,323,1,126
011b4adcd54683b480c4d841250a987f,199,3,888
011b7396d7220ca4ff52508adcb6b870,234,1,104
011c3e6b4b11fa8a326a39e78deb6e66,544,1,43
011d6505c026d200e75cb0b6c47da758,267,1,186
011fd4914a2d19b2a0e50c29cea5c6a2,484,1,602
01202da9afa875bce3de24c92b764099,332,1,96
0121107a0cebf91b6af74f8a4ab3c4d9,280,1,72
012216caf4f1082ba3fc02e584de9a29,320,1,211
0122d73327d9135f8088572c7d7f5d54,360,1,155
012452d40dafae4df401bced74cdb490,111,2,1139
0124721bc33e0aa6772b42d4ccfd01db,445,1,230
012510db7f0db8481f8a3708400c8db9,550,1,270
0125200158c999d5813b11be482a48da,121,1,221
0125fb08af5c9dd55731090aafc63ac8,200,1,195
012714eb883337fd2631c13d2daf4466,152,1,204
012755131a5b785b0ae3291c339a9051,162,2,1739
01290b6163d2a02514a54df49221a668,337,1,222
0129147743b7712da1c4a55a59d0fb16,188,1,115
0129d48dce554d95f641d01eaa88904a,171,1,3288
012a218df8995d3ec3bb221828360c86,76,2,3473
012ab8ee5f7d76005d838758e9a9452c,13,1,88
012b41c1dae00a092474ca48dc764a00,41,2,2035
012b8001e47392df808a454083a74b74,569,2,454
012ba82b3ff6ea994a4ecc6c848a4782,150,1,145
012c61cc2c69b09c85071ccac0ccee16,373,1,170
012da9594b65ccb990822802ba0ff2e4,144,1,189
012e12f54f6e73b1faba89a119dab849,581,1,243
0130a250cff3b3b0649cae3671959139,188,1,95
0130baad44d0ccc44bc7526c1ac18c64,44,2,1489
0130be8e6677174b8184114f98c16b3c,507,1,274
013341d7f8accddf42fc02f001ad341d,370,1,1552
0134417784b9f85470e635c063152a71,134,2,847
0134caf89be2059cfd79af28d8bc1e7f,76,1,144
013523c76f4749da72a9ccc4a67cb234,355,1,109
013689381e404bf6304f57bab4b8f01d,36,3,2710
0136e40591d769adfb219f167a691487,348,1,133
0137420de9b02a180c53e5bd64f14750,199,1,145
01376b24e146a15f52ca8382af02fe62,422,1,209
0137839e600d4edd0949a8ce7c171164,264,1,345
013802b3b98584222c1280e654a655b1,109,1,307
0138dff42973f40e8f5225472526f278,126,1,385
0139884762afa50d78fe480646fe92b5,488,1,162
01399b72331afe80cc0c3a982cafb177,57,1,93
0139d2cb6ca3b630b5833d49634d328e,290,1,308
013a435769899074c568863694560449,159,1,2313
013ae505c83f5fb1905ed23afdafd3a2,309,1,326
013b6090dc49b5fa51196b20ec11f19c,209,1,55
013dd47ed31ce4de00cb434b2cae5386,143,1,319
013ef03e0f3f408dd9bf555e4edcdc0a,45,2,564
013f3d6549189a4802a268131ef47a77,325,1,218
013f4353d26bb05dc6652f1269458d8d,278,3,1196
013f66477aa3210eb05fec3fa184de33,223,1,266
01413c132b54b9b7dfadc2ee71ef78c8,298,1,118
0143a04eabe01ceb3a9fe2dde984e2b0,95,1,448
01440d8dea55a5d0ed27d26c41044761,204,1,554
014410afdd8e0393ec17e9d8488449e0,191,1,1817
014593e48e9119391b9c70206fcadca8,345,1,347
0145b1b14166b43baa374daddffca8fd,359,1,94
0145bfdfe85402b2249c7437bd297a07,323,1,151
0145c2c66ea8f764ed8d8015ce149af7,48,1,74
0145fc4d376df22449756022b9ccb472,94,1,62
01462a1d33f1b303bead3ec1ae2c4f7e,55,1,328
014644ae002bacd78bb05521f7e9aaab,177,1,46
01469c41b00bb21cd01d2104b8e81384,568,1,255
01489018af4a609acb2fa2634c9ce643,26,1,171
014ce9c0a3df00f77a6932a7b371a3bc,6,1,53
014dc284927e986549bf255eb79eb3ab,248,1,318
014dcb5d582d60bca6a379e45a9041da,212,1,66
014e4042a6b3ed0b1a6cd14c7639bb84,152,1,555
014f7e8caea3379aa3d30558424ca54f,69,1,107
014fa2f37ee690774a7505252a28daf3,529,1,90
015124b67936296eb7250b38c906a627,169,1,108
01512524d623f78040531c0d8e20a772,322,1,205
0151b5ff5b5d642815f094f303e7052a,514,1,113
0151bcc17b8ae63a495b6c9fe6f708a1,177,1,179
0151cf157e4682357e62be311f4823b7,280,1,223
01525fe1e0d8e9616b2503260671d20d,23,1,201
0152897024d0ddad70baafe17ed705f4,171,3,668
01531f72337b960a58cdba9c94e96d1a,300,1,101
015366a7c13024e36f1f125d8f9a9e67,530,1,442
0153b79c47a4953a7dad6fb93ab45a02,329,1,486
01541e2754a6e7830b2871d7191d27e2,22,1,133
015546ec984c58044b2a1304f24193a7,215,1,219
015557c9912277312b9073947804a7ba,489,2,724
015613e1b7c050cd2331d34076fce1c6,155,1,226
01561f92006fd3ba8a8a4246b7f38101,326,2,674
